brin;vestnr;samens;llns;nvests;samena1;samena2;samena3;samena4;samena5;samena6;samenb1;samenb2;samenb3;samenb4;samenb5;samenb6;aanbod1;aanbod2;perccat1;klcomb1a;percsam1;klcomb1g;renondb;renonbol;renoncat;blpop;blphond;blpond;klpbov;klphbov;klpop;klphond;klpond;gtpbov;gtphbov;gtpop;gtphond;gtpond;hapbov;haphbov;hapop;haphond;hapond;vwpbov;vwphbov;vwpop;bl1e3e;kl1e3e;gt1e3e;ha1e3e;vw1e3e;BaOnv;KaOnv;GtOnv;HaOnv;VwOnv;BAonvbol;KAonvbol;GTonvbol;HAonvbol;VWonvbol;BAtotcec;KAtotcec;GTtotcec;HAtotcec;VWtotcec;BAtotbol;KAtotbol;GTtotbol;HAtotbol;VWtotbol;BAnedcec;KAnedcec;GTnedcec;HAnedcec;VWnedcec;BAnedbol;KAnedbol;GTnedbol;HAnedbol;VWnedbol;BAmvtcec;KAmvtcec;GTmvtcec;HAmvtcec;VWmvtcec;BAmvtbol;KAmvtbol;GTmvtbol;HAmvtbol;VWmvtbol;BAzaacec;KAzaacec;GTzaacec;HAzaacec;VWzaacec;BAzaabol;KAzaabol;GTzaabol;HAzaabol;VWzaabol;BAecocec;KAecocec;GTecocec;HAecocec;VWecocec;BAecobol;KAecobol;GTecobol;HAecobol;VWecobol;BAexacec;KAexacec;GTexacec;HAexacec;VWexacec;BAexabol;KAexabol;GTexabol;HAexabol;VWexabol;VWklacec;VWklabol;Basectec;Basectlb;Basecttk;Basectzw;Kasectec;Kasectlb;Kasecttk;Kasectzw;HaprofCM;HaprofEM;HaprofNG;HaprofNT;VwprofCM;VwprofEM;VwprofNG;VwprofNT
16SK;1;LWOO, VMBO, HAVO, VWO;2942 leerlingen;2 vestigingen;658 leerlingen, waarvan:;- 69% in de eerste twee leerjaren;- 19% VMBO vanaf leerjaar 3;-  6% HAVO vanaf leerjaar 3;-  6% VWO vanaf leerjaar 3; ;123 leerlingen VMBO vanaf leerjaar 3;(incl. 2 leerlingen LWOO), waarvan:;- 66% gemengde leerweg;- 34% theoretische leerweg; ; ; ; ;54;VMBO b, VMBO k, VMBO (g)t;46;VMBO (g)t/HAVO, HAVO/VWO;113,173652694611;5;VMBO-breed/HAVO/VWO;100;0;0;0;0;79;0;21;10;0;83;0;7;43;0;55;0;3;53;0;48;100;100;100;100;100; ; ;90,3608638737557; ; ; ; ;3; ; ; ; ;6,14618834080718; ; ; ; ;3; ; ; ; ;5,75844155844156; ; ; ; ;2; ; ; ; ;6,1859649122807; ; ; ; ;3; ; ; ; ;6,48709677419355; ; ; ; ;5; ; ; ; ;5,93225806451613; ; ; ; ;3; ; ; ; ;6,32093023255814; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
16SL;0;HAVO, VWO;1231 leerlingen;1 vestiging;1231 leerlingen, waarvan:;- 39% in de eerste twee leerjaren;- 29% HAVO vanaf leerjaar 3;- 32% VWO vanaf leerjaar 3; ; ; ; ; ; ; ; ; ; ;0;geen;100;HAVO/VWO;103,686545938487;3;HAVO/VWO; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;59;17;18;28;24;48; ; ; ;94;99; ; ; ;69,2728898189897;56,707104195041; ; ; ;4;3; ; ; ;6,35602564102564;6,42336448598131; ; ; ;4;3; ; ; ;6,38813559322034;6,20238095238095; ; ; ;5;3; ; ; ;6,35555555555555;6,19435028248587; ; ; ;4;3; ; ; ;6,15602836879433;6,27857142857143; ; ; ;3;3; ; ; ;6,6;6,49649122807018; ; ; ;3;3; ; ; ;6,44107142857143;6,67955801104972; ; ; ;3;4;7,11578947368421;4; ; ; ; ; ; ; ; ;27;35;20;18;22;40;17;21
16ST;0;VMBO, HAVO, VWO;795 leerlingen;1 vestiging;795 leerlingen, waarvan:;- 34% in de eerste twee leerjaren;- 11% VMBO vanaf leerjaar 3;- 26% HAVO vanaf leerjaar 3;- 29% VWO vanaf leerjaar 3; ;84 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 100% theoretische leerweg; ; ; ; ; ; ;19;VMBO (g)t;81;VMBO (g)t/HAVO, HAVO/VWO;109,701492537313;5;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;3;3;66;17;10;9;29;41;14;7;31;33;37; ; ;100;100;100; ; ;88,0898799606989;67,5695370645036;65,9729866862533; ; ;3;3;3; ; ;6,32646048109966;6,11996855345912;6,17683923705722; ; ;3;3;3; ; ;5,7;6,25164835164835;6,69130434782609; ; ;2;4;5; ; ;6,76212121212121;5,68679245283019;5,93020833333333; ; ;4;1;2; ; ;6,06111111111111;6,04959349593496;6,18965517241379; ; ;3;3;3; ; ;5,94285714285714;6,28472222222222;6,11111111111111; ; ;3;2;3; ; ;6,38;6,45923566878981;6,10648148148148; ; ;3;3;2; ; ; ; ; ; ; ; ; ; ;9;70;15;7;12;43;28;17
16SW;0;LWOO, VMBO, HAVO, VWO;1897 leerlingen;3 vestigingen;951 leerlingen, waarvan:;- 57% in de eerste twee leerjaren;- 24% HAVO vanaf leerjaar 3;- 19% VWO vanaf leerjaar 3; ; ; ; ; ; ; ; ; ; ;7;VWO;93;VMBO, VMBO (g)t/HAVO, HAVO/VWO;116,535433070866;5;VMBO-breed/HAVO/VWO;83;17;0;35;26;37;2;0;29;8;49;9;4;2;21;62;6;9;36;14;50;100;100;100;100;100; ; ; ;50,445596292042;49,3895027318375; ; ; ;2;2; ; ; ;6,28103756708407;6,67033492822967; ; ; ;3;5; ; ; ;6,0144578313253;6,4962962962963; ; ; ;3;4; ; ; ;6,24724409448819;6,52931034482758; ; ; ;4;4; ; ; ;6,81034482758621;6,71764705882353; ; ; ;5;5; ; ; ;6,806;7,08333333333333; ; ; ;4;5; ; ; ;6,19485714285715;6,67777777777778; ; ; ;3;4; ; ; ; ; ; ; ; ; ; ;14;43;17;25;13;34;21;32
16SW;3;LWOO, VMBO, HAVO, VWO;1897 leerlingen;3 vestigingen;597 leerlingen, waarvan:;- 62% in de eerste twee leerjaren;- 33% VMBO vanaf leerjaar 3;-  4% HAVO vanaf leerjaar 3;-  1% VWO vanaf leerjaar 3; ;199 leerlingen VMBO vanaf leerjaar 3;(incl. 26 leerlingen LWOO), waarvan:;- 13% basisberoepsgerichte leerweg;- 22% kaderberoepsgerichte leerweg;- 65% gemengde leerweg; ; ; ;0;geen;100;VMBO, HAVO/VWO;108,7;4;VMBO-breed/HAVO/VWO; ; ; ;0;9;17;61;13;21;15;45;5;14;29;43;24;0;5; ; ; ; ;100;100;100; ;100;80,2517361111111;94,8060941828255; ; ;5;3;4; ; ;7,23064516129032;6,524;6,39155405405405; ; ;5;5;4; ; ;6,8625;6,40322580645161;6,342; ; ;4;4;4; ; ;7,225;6,44516129032258;6,64634146341463; ; ;5;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ;6,24375;6,01190476190476; ; ; ;3;3; ; ;7,56818181818182;6,77608695652174;6,31724137931034; ; ;5;5;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
16SW;5;LWOO, VMBO, HAVO, VWO;1897 leerlingen;3 vestigingen;349 leerlingen, waarvan:;- 100% VMBO vanaf leerjaar 3; ; ; ; ;349 leerlingen VMBO vanaf leerjaar 3;(incl. 137 leerlingen LWOO), waarvan:;- 21% basisberoepsgerichte leerweg;- 28% kaderberoepsgerichte leerweg;- 47% gemengde leerweg;-  4% theoretische leerweg; ; ; ;Niet van toepassing; ;Niet van toepassing; ; ;nvt; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;91,0981371600911;96,2620149519402;92,2400173611111; ; ;3;5;3; ; ;6,70192307692308;6,10689655172413;6,05384615384616; ; ;4;3;3; ; ;6,80384615384615;6,09433962264151;5,96333333333333; ; ;5;3;3; ; ;6,78076923076923;6,2030303030303;5,89360465116279; ; ;3;3;1; ; ; ; ;5,065; ; ; ; ;1; ; ; ;5,43571428571429;5,79861111111111; ; ; ;1;3; ; ;6,63333333333333;6,20229885057471;6,35944881889763; ; ;4;3;3; ; ; ; ;15;15;50;19;26;15;23;36; ; ; ; ; ; ; ; 
16TS;0;LWOO, VMBO, HAVO, VWO;1663 leerlingen;3 vestigingen;695 leerlingen, waarvan:;- 37% in de eerste twee leerjaren;- 14% VMBO vanaf leerjaar 3;- 20% HAVO vanaf leerjaar 3;- 15% VWO vanaf leerjaar 3;- 15% in gemengd leerjaar 3;96 leerlingen VMBO vanaf leerjaar 3;(incl. 10 leerlingen LWOO), waarvan:;- 100% theoretische leerweg; ; ; ; ; ;33;VMBO (g)t;67;VMBO (g)t/HAVO/VWO;110,106382978723;5;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;2;0;55;27;16;16;28;28;28;0;41;24;35; ; ;100;100;100; ; ; ;37,0897431083044;44,7145444051926; ; ; ;1;2; ; ; ;6,4853711790393;6,29260700389105; ; ; ;5;3; ; ; ;6,6203125;6,334375; ; ; ;5;4; ; ; ;6,44854368932039;6,18783783783784; ; ; ;5;3; ; ; ;6,70989010989011;6,36666666666667; ; ; ;5;4; ; ; ;6,73076923076923; ; ; ; ;4; ; ; ; ;6,24324324324324;6,24305555555555; ; ; ;3;3; ; ; ; ; ; ; ; ; ; ;41;31;15;13;41;13;19;28
16TS;2;LWOO, VMBO, HAVO, VWO;1663 leerlingen;3 vestigingen;469 leerlingen, waarvan:;- 43% in de eerste twee leerjaren;- 20% VMBO vanaf leerjaar 3;- 22% HAVO vanaf leerjaar 3;- 12% VWO vanaf leerjaar 3;-  3% in gemengd leerjaar 3;93 leerlingen VMBO vanaf leerjaar 3;(incl. 18 leerlingen LWOO), waarvan:;- 100% theoretische leerweg; ; ; ; ; ;12;VMBO (g)t;88;VMBO (g)t/HAVO/VWO;106,944444444444;4;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;4;0;64;11;21;29;29;35;3;3;9;9;82; ; ;100;100;100; ; ; ;32,0191767947626;58,7538934738756; ; ; ;1;3; ; ; ;6,64680851063829;6,48367346938775; ; ; ;5;4; ; ; ;6,40285714285714;6,48421052631579; ; ; ;5;4; ; ; ;6,15272727272727;6,18333333333333; ; ; ;3;3; ; ; ;6,26904761904762;5,80454545454545; ; ; ;3;2; ; ; ;7,25625; ; ; ; ;5; ; ; ; ;7,23846153846154;6,87674418604651; ; ; ;5;5; ; ; ; ; ; ; ; ; ; ;28;47;13;13;26;32;21;21
16TS;3;LWOO, VMBO, HAVO, VWO;1663 leerlingen;3 vestigingen;499 leerlingen, waarvan:;- 44% in de eerste twee leerjaren;- 16% VMBO vanaf leerjaar 3;- 20% HAVO vanaf leerjaar 3;- 18% VWO vanaf leerjaar 3;-  3% in gemengd leerjaar 3;79 leerlingen VMBO vanaf leerjaar 3;(incl. 7 leerlingen LWOO), waarvan:;- 100% theoretische leerweg; ; ; ; ; ;20;VMBO (g)t;80;HAVO/VWO;104,411764705882;4;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;6;0;67;11;17;23;14;45;5;14;14;21;64; ; ;100;100;100; ; ; ;24,9910162899789;39,6398493568074; ; ; ;1;1; ; ; ;6,57640449438203;5,98674033149171; ; ; ;5;1; ; ; ;7,064;6,77391304347826; ; ; ;5;5; ; ; ;6,25740740740741;5,85172413793103; ; ; ;4;2; ; ; ;6,548;5,54285714285714; ; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;6,6125;5,89272727272727; ; ; ;5;1; ; ; ; ; ; ; ; ; ; ;44;20;20;16;33;13;25;29
16TV;0;LWOO, VMBO, HAVO, VWO;1782 leerlingen;3 vestigingen;625 leerlingen, waarvan:;- 35% in de eerste twee leerjaren;- 23% VMBO vanaf leerjaar 3;- 17% HAVO vanaf leerjaar 3;- 15% VWO vanaf leerjaar 3;- 10% in gemengd leerjaar 3;141 leerlingen VMBO vanaf leerjaar 3;(incl. 31 leerlingen LWOO), waarvan:;- 100% theoretische leerweg; ; ; ; ; ;27;VMBO (g)t;73;VMBO (g)t/HAVO/VWO;111,057692307692;5;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;30;22;37;7;4;29;9;28;31;3;0;0;100; ; ;96;97;100; ; ; ; ;22,3832468807684; ; ; ; ;1; ; ; ;6,15977859778597;6,34831460674157; ; ; ;3;3; ; ; ;5,7390243902439;6,58695652173913; ; ; ;2;5; ; ; ;6,2421875;6,09777777777778; ; ; ;4;3; ; ; ;6,22162162162162;6,61428571428571; ; ; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;6,5560606060606;6,49; ; ; ;4;3; ; ; ; ; ; ; ; ; ; ;54;7;12;27;21;21;13;46
16TV;1;LWOO, VMBO, HAVO, VWO;1782 leerlingen;3 vestigingen;657 leerlingen, waarvan:;- 41% in de eerste twee leerjaren;- 18% VMBO vanaf leerjaar 3;- 32% HAVO vanaf leerjaar 3;-  8% VWO vanaf leerjaar 3; ;120 leerlingen VMBO vanaf leerjaar 3;(incl. 26 leerlingen LWOO), waarvan:;- 100% theoretische leerweg; ; ; ; ; ;6;VMBO (g)t;94;VMBO (g)t/HAVO/VWO;109,566326530612;5;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;15;15;65;3;3;14;9;75;0;2;0;36;64; ; ;98;100;100; ; ; ;45,3942916634493;14,6528198051074; ; ; ;2;1; ; ; ;5,98934911242604;6,32932692307693; ; ; ;3;3; ; ; ;6,0225352112676;6,73846153846154; ; ; ;3;5; ; ; ;5,88606557377049;6,23269230769231; ; ; ;3;3; ; ; ;5,87383177570093;5,80322580645161; ; ; ;2;2; ; ; ;5,6;6,4; ; ; ;1;3; ; ; ;5,96517857142857;6,75166666666667; ; ; ;2;5; ; ; ; ; ; ; ; ; ; ;45;30;11;14;15;42;8;35
16TV;2;LWOO, VMBO, HAVO, VWO;1782 leerlingen;3 vestigingen;500 leerlingen, waarvan:;- 42% in de eerste twee leerjaren;- 18% VMBO vanaf leerjaar 3;- 20% HAVO vanaf leerjaar 3;- 15% VWO vanaf leerjaar 3;-  5% in gemengd leerjaar 3;90 leerlingen VMBO vanaf leerjaar 3;(incl. 19 leerlingen LWOO), waarvan:;- 100% theoretische leerweg; ; ; ; ; ;15;VMBO (g)t;85;VMBO (g)t/HAVO/VWO;108,177860696517;4;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;32;0;60;4;4;27;0;9;0;64;25;55;20; ; ;100;100;100; ; ; ;58,3261694193663;56,268989420914; ; ; ;3;3; ; ; ;6,1109756097561;6,11145833333333; ; ; ;3;3; ; ; ;5,696;6,2; ; ; ;1;3; ; ; ;6,17906976744186;6,032; ; ; ;3;3; ; ; ;5,74047619047619;5,87; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;5,935;5,98823529411765; ; ; ;2;2; ; ; ; ; ; ; ; ; ; ;67;17;12;4;21;13;42;25
16VI;0;LWOO, VMBO, HAVO, VWO;1921 leerlingen;2 vestigingen;1188 leerlingen, waarvan:;- 28% in de eerste twee leerjaren;- 14% VMBO vanaf leerjaar 3;- 34% HAVO vanaf leerjaar 3;- 24% VWO vanaf leerjaar 3; ;171 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 41% gemengde leerweg;- 59% theoretische leerweg; ; ; ; ; ;29;VMBO (g)t, VWO;71;VMBO (g)t/HAVO, HAVO/VWO;131,911764705882;5;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;27;10;48;15;0;63;20;11;5;2;55;28;17; ; ;94;97;100; ; ;93,6223924388761;57,7546392378168;38,1000103275253; ; ;4;3;1; ; ;6,24788213627992;6,21919475655431;5,98740157480315; ; ;3;3;2; ; ;6,15609756097561;6,19875776397516;5,9566265060241; ; ;3;4;2; ; ;6,25422535211268;5,59116279069768;5,83945578231293; ; ;3;1;2; ; ;6,05161290322581;6,37068965517242;6,15072463768116; ; ;3;3;3; ; ;6,042;6,78165137614679;5,88620689655172; ; ;3;4;2; ; ;6,40116959064327;6,29078947368421;6,05625; ; ;4;3;2; ; ; ; ; ; ; ; ; ; ;19;45;22;14;14;35;27;24
16VI;1;LWOO, VMBO, HAVO, VWO;1921 leerlingen;2 vestigingen;733 leerlingen, waarvan:;- 65% in de eerste twee leerjaren;- 24% VMBO vanaf leerjaar 3;-  7% VWO vanaf leerjaar 3;-  4% in gemengd leerjaar 3; ;179 leerlingen VMBO vanaf leerjaar 3;(incl. 101 leerlingen LWOO), waarvan:;- 24% basisberoepsgerichte leerweg;- 37% kaderberoepsgerichte leerweg;- 39% gemengde leerweg;-  1% theoretische leerweg; ; ;65;VMBO b, VMBO k, VMBO (g)t, VWO;35;VMBO (g)t/HAVO, HAVO/VWO;129,320066334992;5;VMBO-breed/HAVO/VWO;92;0;8;33;7;29;12;19;49;7;33;7;4;53;28;16;3;0;63;25;13;100;91;100;100;100;94,2041522491349;79,3212890625;84,5213319458897; ; ;3;3;3; ; ;6,48823529411765;6,06428571428571;6,21935483870968; ; ;3;3;3; ; ;6,64117647058823;5,96590909090909;5,95; ; ;4;3;3; ; ;5,83529411764706;5,53181818181818;6,31025641025641; ; ;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;5,4;6,38823529411765; ; ; ;1;4; ; ;6,73823529411765;6,374;6,26372549019607; ; ;4;4;3; ; ; ; ; ;71; ;29; ;41; ;59; ; ; ; ; ; ; ; 
16VK;0;VMBO, HAVO, VWO;3428 leerlingen;4 vestigingen;1291 leerlingen, waarvan:;- 36% in de eerste twee leerjaren;-  9% VMBO vanaf leerjaar 3;- 23% HAVO vanaf leerjaar 3;- 32% VWO vanaf leerjaar 3; ;115 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 100% theoretische leerweg; ; ; ; ; ; ;100;VMBO (g)t, HAVO, VWO;0;geen;101,5625;3;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;0;59;0;41;12;0;77;0;11;39;0;61; ; ;82;81;97; ; ;86,425926555273;48,8215095899913;45,3418996170882; ; ;3;2;1; ; ;6,3637323943662;6,0441095890411;5,81313485113836; ; ;4;2;1; ; ;6,10434782608696;6,05514018691589;5,45135135135135; ; ;3;3;1; ; ;6,52613636363636;5,76300578034682;5,75211267605633; ; ;3;2;1; ; ;6,14285714285714;5,5980198019802;5,64366197183098; ; ;3;1;1; ; ;6,27906976744186;6,61066666666667;6,31454545454545; ; ;3;3;3; ; ;6,46129032258065;6,26173469387755;6,06544117647059; ; ;4;3;2;6,51666666666667;3; ; ; ; ; ; ; ; ;13;57;18;13;28;47;14;12
16VK;1;VMBO, HAVO, VWO;3428 leerlingen;4 vestigingen;310 leerlingen, waarvan:;- 43% in de eerste twee leerjaren;- 57% VMBO vanaf leerjaar 3; ; ; ;176 leerlingen VMBO vanaf leerjaar 3, waarvan:;-  6% basisberoepsgerichte leerweg;- 48% kaderberoepsgerichte leerweg;- 15% gemengde leerweg;- 30% theoretische leerweg; ; ; ;0;geen;100;VMBO b/VMBO k, VMBO, VMBO/HAVO;109,407294832827;3;VMBO-breed en VMBO-breed/HAVO; ; ; ;12;23;65;0;0;17;4;79;0;0; ; ; ; ; ; ; ; ; ;96;100; ; ; ;77,9844831314879;85,8347750865052; ; ; ;2;3; ; ;6,73611111111111;6,05294117647059;5,85829145728643; ; ;3;3;1; ; ; ;6,2;5,5; ; ; ;3;1; ; ;6,60769230769231;6,09583333333333;5,95; ; ;3;2;1; ; ; ; ;5,73461538461539; ; ; ; ;2; ; ; ;5,96470588235294;5,26; ; ; ;3;1; ; ; ;5,85;6,19333333333333; ; ; ;2;3; ; ; ; ;78; ;22; ;65; ;35; ; ; ; ; ; ; ; ; 
16VK;2;VMBO, HAVO, VWO;3428 leerlingen;4 vestigingen;375 leerlingen, waarvan:;- 53% in de eerste twee leerjaren;- 47% VMBO vanaf leerjaar 3; ; ; ;178 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 78% gemengde leerweg;- 22% theoretische leerweg; ; ; ; ; ;100;VMBO (g)t;0;geen;100;3;VMBO (g)t; ; ; ; ; ; ; ; ;1;0;99;0;0; ; ; ; ; ; ; ; ; ; ;99; ; ; ; ;79,86639121762; ; ; ; ;2; ; ; ; ;5,75617283950617; ; ; ; ;1; ; ; ; ;6,02192982456141; ; ; ; ;3; ; ; ; ;5,70159574468085; ; ; ; ;1; ; ; ; ;5,08658536585366; ; ; ; ;1; ; ; ; ;5,64193548387096; ; ; ; ;2; ; ; ; ;5,96386138613861; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
16VK;3;VMBO, HAVO, VWO;3428 leerlingen;4 vestigingen;1452 leerlingen, waarvan:;- 38% in de eerste twee leerjaren;- 21% VMBO vanaf leerjaar 3;- 21% HAVO vanaf leerjaar 3;- 21% VWO vanaf leerjaar 3; ;299 leerlingen VMBO vanaf leerjaar 3, waarvan:;-  8% basisberoepsgerichte leerweg;- 25% kaderberoepsgerichte leerweg;- 18% gemengde leerweg;- 49% theoretische leerweg; ; ; ;25;VWO;75;VMBO b/VMBO k, VMBO (g)t/HAVO, HAVO/VWO;99,9116607773852;3;VMBO-breed/HAVO/VWO;79;0;21;0;55;29;0;16;5;0;81;1;13;5;16;48;26;4;25;28;47;100;90;86;95;99; ;92,7297668038409;86,3939448130289;56,6274113436614;65,0399575587597; ;3;3;3;3;6,45208333333333;6,10733944954128;6,33368740515933;6,34858299595141;6,14330299089728;3;3;3;4;3;6,41666666666667;5,91111111111111;6,16018518518519;5,82660550458715;6,18;3;2;3;2;3;6,11666666666667;6,49259259259259;6,55818181818182;5,9037037037037;5,85333333333333;1;3;3;3;2; ; ;6,29555555555555;6,57684210526316;6,0969696969697; ; ;4;4;3; ; ;6,13626373626373;7,11923076923077;6,385; ; ;3;5;3;6,64444444444444;6,0452380952381;6,20786516853932;6,45923913043478;6,16986899563319;3;3;3;3;2;6,16315789473684;3; ; ;42;58; ; ;41;59;13;62;8;17;18;32;21;28
16VM;0;LWOO, VMBO;896 leerlingen;2 vestigingen;667 leerlingen, waarvan:;- 42% in de eerste twee leerjaren;- 58% VMBO vanaf leerjaar 3; ; ; ;385 leerlingen VMBO vanaf leerjaar 3;(incl. 136 leerlingen LWOO), waarvan:;- 31% basisberoepsgerichte leerweg;- 50% kaderberoepsgerichte leerweg;- 14% gemengde leerweg;-  4% theoretische leerweg; ; ;0;geen;100;VMBO;110,18902972028;4;VMBO-breed en VMBO-breed/HAVO;100;0;0;24;12;31;16;17;48;30;22;0;0; ; ; ; ; ; ; ; ;100;99;100; ; ;87,8975881503865;79,9231574263552;86,4703185801069; ; ;3;3;3; ; ;6,18269720101781;5,99331683168317;5,84149659863946; ; ;3;3;2; ; ;5,86969696969697;5,86930693069307;5,91481481481481; ; ;1;3;3; ; ;7,01037735849056;6,43716814159292;6,15591397849462; ; ;4;3;3; ; ; ; ;5,9125; ; ; ; ;3; ; ;5,88571428571429;5,73076923076923;4,95555555555556; ; ;3;2;1; ; ;5,8140350877193;5,8887323943662;5,68311688311688; ; ;2;3;2; ; ; ; ;29; ;38;33;26; ;33;41; ; ; ; ; ; ; ; 
16VM;4;LWOO, VMBO;896 leerlingen;2 vestigingen;229 leerlingen, waarvan:;- 100% in de eerste twee leerjaren; ; ; ; ; ; ; ; ; ; ; ; ;5;VMBO (g)t;95;VMBO;104,233870967742;3;VMBO-breed en VMBO-breed/HAVO;89;0;11;100;0;0;0;0;100;0;0;0;0; ; ; ; ; ; ; ; ;21;3;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
16VP;0;LWOO, VMBO, HAVO, VWO;1990 leerlingen;1 vestiging;1990 leerlingen, waarvan:;- 38% in de eerste twee leerjaren;- 26% VMBO vanaf leerjaar 3;- 17% HAVO vanaf leerjaar 3;- 19% VWO vanaf leerjaar 3; ;508 leerlingen VMBO vanaf leerjaar 3;(incl. 105 leerlingen LWOO), waarvan:;- 20% basisberoepsgerichte leerweg;- 39% kaderberoepsgerichte leerweg;-  3% gemengde leerweg;- 39% theoretische leerweg;Op deze school is een internationale schakelklas.; ;100;VMBO b, VMBO k, VMBO (g)t, HAVO, VWO;0;VMBO b/VMBO k;91,9534716608262;1;VMBO-breed/HAVO/VWO;63;0;37;7;4;60;3;25;6;2;46;6;39;12;10;53;0;25;11;1;88;100;99;96;86;99;82,5492964203629;76,4199255430341;76,0055711554853;43,4148435564889;39,9930505212616;2;2;2;1;1;6,33894736842105;6,01052631578947;6,08957597173145;6,04549763033176;5,85456821026283;3;3;3;2;1;6,1423076923077;5,85;5,67052631578947;5,7609375;5,83047619047619;2;2;2;2;1;6,5804347826087;6,23421052631579;6,41185185185185;5,8282722513089;5,86590909090909;3;3;3;2;2; ; ;6,01224489795918;6,24421052631579;5,92325581395349; ; ;3;3;2; ;6,395;6,03428571428571;6,6375;5,99032258064516; ;4;3;3;2;6,36071428571428;5,91590909090909;6,10801886792453;6,06655518394648;5,803515625;3;3;3;2;1;5,51176470588235;1;17; ;41;43;26; ;34;40;9;41;39;11;17;28;29;26
16XD;0;LWOO, VMBO, HAVO, VWO;2045 leerlingen;1 vestiging;2045 leerlingen, waarvan:;- 43% in de eerste twee leerjaren;- 19% VMBO vanaf leerjaar 3;- 19% HAVO vanaf leerjaar 3;- 19% VWO vanaf leerjaar 3; ;391 leerlingen VMBO vanaf leerjaar 3;(incl. 87 leerlingen LWOO), waarvan:;- 31% basisberoepsgerichte leerweg;- 28% kaderberoepsgerichte leerweg;- 25% gemengde leerweg;- 16% theoretische leerweg;Op deze school wordt tweetalig onderwijs gegeven.; ;14;VMBO b;86;VMBO, VMBO/HAVO/VWO;118,716577540107;5;VMBO-breed/HAVO/VWO;79;0;21;2;0;97;0;2;43;0;49;0;7;66;0;32;0;2;61;0;39;95;93;96;99;99;84,0154075628186;84,974480742702;93,1146452917066;49,5224378555601;47,6527255472352;3;3;5;2;2;6,11743421052631;5,8675;6,21786600496278;6,11465838509316;6,04072727272728;2;2;3;3;2;6,41052631578947;5,77875;5,9;5,8396694214876;6,22385321100917;3;3;3;3;3;6,58421052631579;6,1392523364486;6,57977528089888;6,16927710843373;5,99539170506912;3;2;4;3;3; ; ;5,99354838709677;5,92380952380953;5,92083333333333; ; ;3;2;2;5,81666666666667;5,97037037037037;5,93076923076923;6,56176470588235;5,48245614035088;3;3;3;3;1;5,72686567164179;5,63396226415095;6,22559523809524;6,31212121212121;6,20579710144928;1;3;3;3;3; ; ;24; ;40;36;34; ;39;28;17;46;21;17;13;34;24;29
