brin;vestnr;samens;llns;nvests;samena1;samena2;samena3;samena4;samena5;samena6;samenb1;samenb2;samenb3;samenb4;samenb5;samenb6;aanbod1;aanbod2;perccat1;klcomb1a;percsam1;klcomb1g;renondb;renonbol;renoncat;blpop;blphond;blpond;klpbov;klphbov;klpop;klphond;klpond;gtpbov;gtphbov;gtpop;gtphond;gtpond;hapbov;haphbov;hapop;haphond;hapond;vwpbov;vwphbov;vwpop;bl1e3e;kl1e3e;gt1e3e;ha1e3e;vw1e3e;BaOnv;KaOnv;GtOnv;HaOnv;VwOnv;BAonvbol;KAonvbol;GTonvbol;HAonvbol;VWonvbol;BAtotcec;KAtotcec;GTtotcec;HAtotcec;VWtotcec;BAtotbol;KAtotbol;GTtotbol;HAtotbol;VWtotbol;BAnedcec;KAnedcec;GTnedcec;HAnedcec;VWnedcec;BAnedbol;KAnedbol;GTnedbol;HAnedbol;VWnedbol;BAmvtcec;KAmvtcec;GTmvtcec;HAmvtcec;VWmvtcec;BAmvtbol;KAmvtbol;GTmvtbol;HAmvtbol;VWmvtbol;BAzaacec;KAzaacec;GTzaacec;HAzaacec;VWzaacec;BAzaabol;KAzaabol;GTzaabol;HAzaabol;VWzaabol;BAecocec;KAecocec;GTecocec;HAecocec;VWecocec;BAecobol;KAecobol;GTecobol;HAecobol;VWecobol;BAexacec;KAexacec;GTexacec;HAexacec;VWexacec;BAexabol;KAexabol;GTexabol;HAexabol;VWexabol;VWklacec;VWklabol;Basectec;Basectlb;Basecttk;Basectzw;Kasectec;Kasectlb;Kasecttk;Kasectzw;HaprofCM;HaprofEM;HaprofNG;HaprofNT;VwprofCM;VwprofEM;VwprofNG;VwprofNT
02DQ;0;VWO;732 leerlingen;1 vestiging;732 leerlingen, waarvan:;- 32% in de eerste twee leerjaren;- 68% VWO vanaf leerjaar 3; ; ; ; ; ; ; ; ; ; ; ;100;VWO;0;geen;99,7792163251308;3;VWO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;3;97; ; ; ; ;99; ; ; ; ;77,9918499922776; ; ; ; ;5; ; ; ; ;6,57928118393235; ; ; ; ;5; ; ; ; ;6,575; ; ; ; ;4; ; ; ; ;6,84945054945055; ; ; ; ;5; ; ; ; ;6,9; ; ; ; ;5; ; ; ; ;6,41176470588235; ; ; ; ;3; ; ; ; ;6,59939393939394; ; ; ; ;3;5,9265625;2; ; ; ; ; ; ; ; ; ; ; ; ;14;22;30;34
02DW;0;VWO;592 leerlingen;1 vestiging;592 leerlingen, waarvan:;- 44% in de eerste twee leerjaren;- 56% VWO vanaf leerjaar 3; ; ; ; ; ; ; ; ; ; ; ;100;VWO;0;geen;101,388888888889;4;VWO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;17;82; ; ; ; ;94; ; ; ; ;75,8284394331957; ; ; ; ;5; ; ; ; ;6,53903225806452; ; ; ; ;4; ; ; ; ;6,35333333333334; ; ; ; ;3; ; ; ; ;6,46507936507936; ; ; ; ;4; ; ; ; ;5,765625; ; ; ; ;2; ; ; ; ;6,74347826086956; ; ; ; ;4; ; ; ; ;6,83227513227513; ; ; ; ;4;6,42222222222222;3; ; ; ; ; ; ; ; ; ; ; ; ;27;24;27;22
02DZ;0;LWOO, VMBO, HAVO, VWO;5182 leerlingen;6 vestigingen;1696 leerlingen, waarvan:;- 27% in de eerste twee leerjaren;- 29% HAVO vanaf leerjaar 3;- 44% VWO vanaf leerjaar 3; ; ; ; ; ; ; ; ; ; ;0;geen;100;HAVO/VWO;101,944444444444;3;HAVO/VWO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;32;59;10;9;37;54; ; ; ;96;100; ; ; ;60,4334044170035;63,9260608779446; ; ; ;3;3; ; ; ;5,90145161290322;6,3629550321199; ; ; ;1;3; ; ; ;5,87401129943503;6,45146198830409; ; ; ;3;4; ; ; ;5,68339622641509;6,35; ; ; ;1;4; ; ; ;5,83699421965318;6,13840579710145; ; ; ;2;3; ; ; ;5,95725806451613;6,46144578313253; ; ; ;2;3; ; ; ;6,06927536231884;6,33642241379311; ; ; ;3;3;6,57575757575758;3; ; ; ; ; ; ; ; ;14;51;16;19;16;24;24;36
02DZ;2;LWOO, VMBO, HAVO, VWO;5182 leerlingen;6 vestigingen;670 leerlingen, waarvan:;- 46% in de eerste twee leerjaren;- 54% VMBO vanaf leerjaar 3; ; ; ;362 leerlingen VMBO vanaf leerjaar 3;(incl. 113 leerlingen LWOO), waarvan:;- 37% basisberoepsgerichte leerweg;- 63% kaderberoepsgerichte leerweg; ; ; ; ;0;geen;100;VMBO b/VMBO k;99,7566844278034;2;VMBO bk;62;5;33;24;8;53;7;8; ; ; ; ; ; ; ; ; ; ; ; ; ;100;98; ; ; ;88,9928000314229;80,2375919975377; ; ; ;3;3; ; ; ;6,02500000000001;6,10437636761488; ; ; ;1;3; ; ; ;6,12608695652174;5,98245614035088; ; ; ;2;3; ; ; ;6,32027027027027;6,50243902439024; ; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ;5,652;5,78378378378378; ; ; ;2;3; ; ; ;5,87;5,93154761904762; ; ; ;2;3; ; ; ; ; ;34; ;38;27;33; ;37;30; ; ; ; ; ; ; ; 
02DZ;3;LWOO, VMBO, HAVO, VWO;5182 leerlingen;6 vestigingen;1244 leerlingen, waarvan:;- 45% in de eerste twee leerjaren;- 16% VMBO vanaf leerjaar 3;- 24% HAVO vanaf leerjaar 3;- 14% VWO vanaf leerjaar 3; ;205 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 100% theoretische leerweg; ; ; ; ; ; ;34;VMBO (g)t, VWO;66;VMBO (g)t/HAVO, HAVO/VWO;99,5575221238938;3;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;1;1;58;26;13;12;24;25;31;7;17;44;39; ; ;98;99;100; ; ;81,5822756087601;57,0869868801205;52,6086895062119; ; ;3;3;3; ; ;6,00690690690691;6,39406919275124;6,3; ; ;2;4;3; ; ;5,61711711711712;6,47701149425287;6,31333333333333; ; ;2;5;3; ; ;6,64827586206896;6,24017094017094;5,8328125; ; ;4;4;2; ; ;5,84222222222222;6,63068181818182;6,3741935483871; ; ;2;5;3; ; ;5,62272727272727;6,57910447761194;6,65652173913043; ; ;2;3;3; ; ;6,07931034482759;6,42402234636872;6,553125; ; ;3;3;3; ; ; ; ; ; ; ; ; ; ;6;63;20;11;3;60;17;20
02DZ;4;LWOO, VMBO, HAVO, VWO;5182 leerlingen;6 vestigingen;732 leerlingen, waarvan:;- 51% in de eerste twee leerjaren;- 41% VMBO vanaf leerjaar 3;-  8% HAVO vanaf leerjaar 3; ; ;298 leerlingen VMBO vanaf leerjaar 3;(incl. 4 leerlingen LWOO), waarvan:;- 93% gemengde leerweg;-  7% theoretische leerweg; ; ; ; ;36;VMBO (g)t, HAVO;64;VMBO (g)t/HAVO;89,1826923076923;1;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;0;45;46;9;10;50;37;4;0; ; ; ; ; ;97;100; ; ; ;75,7749018441404; ; ; ; ;2; ; ; ; ;5,97901069518717; ; ; ; ;2; ; ; ; ;5,71951219512195; ; ; ; ;2; ; ; ; ;6,09854368932039; ; ; ; ;2; ; ; ; ;6; ; ; ; ;3; ; ; ; ;5,689; ; ; ; ;2; ; ; ; ;6,1622641509434; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
02DZ;5;LWOO, VMBO, HAVO, VWO;5182 leerlingen;6 vestigingen;344 leerlingen, waarvan:;- 46% in de eerste twee leerjaren;- 23% VMBO vanaf leerjaar 3;- 28% HAVO vanaf leerjaar 3;-  2% VWO vanaf leerjaar 3; ;80 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 100% theoretische leerweg; ; ; ; ; ; ;0;geen;100;VMBO (g)t/HAVO, HAVO/VWO;109,75;5;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;4;8;54;15;19;35;53;12;0;0; ; ; ; ; ;96;94; ; ; ;76,8913057201346;59,9502065501737; ; ; ;3;3; ; ; ;5,77869822485207;5,60951008645534; ; ; ;2;1; ; ; ;5,6;5,75576923076923; ; ; ;2;2; ; ; ;5,87837837837838;5,36746987951807; ; ; ;2;1; ; ; ;5,93448275862069;6,00363636363636; ; ; ;3;3; ; ; ;5,8;5,79285714285714; ; ; ;3;2; ; ; ;5,71803278688525;5,40121951219512; ; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ;13;58;8;21; ; ; ; 
02DZ;6;LWOO, VMBO, HAVO, VWO;5182 leerlingen;6 vestigingen;496 leerlingen, waarvan:;- 45% in de eerste twee leerjaren;- 55% VMBO vanaf leerjaar 3; ; ; ;272 leerlingen VMBO vanaf leerjaar 3;(incl. 159 leerlingen LWOO), waarvan:;- 65% basisberoepsgerichte leerweg;- 35% kaderberoepsgerichte leerweg; ; ; ; ;0;geen;100;VMBO b/VMBO k;105,629370629371;3;VMBO bk;85;0;15;44;0;47;0;9; ; ; ; ; ; ; ; ; ; ; ; ; ;90;100; ; ; ;86,9683891559767;91,1157024793389; ; ; ;3;5; ; ; ;6,15923913043479;6,00115606936416; ; ; ;3;3; ; ; ;6,29239130434782;6,34418604651163; ; ; ;3;5; ; ; ;6,33225806451613;6,41590909090909; ; ; ;3;3; ; ; ;6,11578947368421; ; ; ; ;4; ; ; ; ;6,29230769230769;6,55416666666667; ; ; ;4;5; ; ; ;5,8976;5,20350877192982; ; ; ;3;1; ; ; ; ; ;38; ;27;35;56; ;9;35; ; ; ; ; ; ; ; 
02EA;0;LWOO, VMBO, HAVO, VWO;3984 leerlingen;3 vestigingen;2888 leerlingen, waarvan:;- 39% in de eerste twee leerjaren;- 22% VMBO vanaf leerjaar 3;- 21% HAVO vanaf leerjaar 3;- 18% VWO vanaf leerjaar 3; ;647 leerlingen VMBO vanaf leerjaar 3;(incl. 90 leerlingen LWOO), waarvan:;- 23% basisberoepsgerichte leerweg;- 29% kaderberoepsgerichte leerweg;- 42% gemengde leerweg;-  6% theoretische leerweg; ; ;52;VMBO b, VMBO k, VMBO (g)t;48;HAVO/VWO;101,587656529517;3;VMBO-breed/HAVO/VWO;66;28;6;16;25;26;10;23;7;2;51;21;18;14;27;27;24;8;20;30;49;100;100;99;100;100;98,0296049406921;93,5845935727788;90,3073531733661;68,0657643899886;63,6632929161116;4;4;3;4;3;6,52128712871288;6,13771186440678;6,2035761589404;6,09869387755102;6,49662676822633;3;3;3;3;4;6,42970297029703;5,99322033898305;6,32214285714286;6,41049723756906;6,7925;3;3;4;5;5;6,1196261682243;5,60551181102362;5,7947619047619;5,72040816326531;6,19839999999999;2;1;1;2;3;6,75;5,87857142857143;6,32063492063492;6,27709251101322;6,4439393939394;4;3;4;3;4;6,28636363636364;6,444;6,305;5,92477876106195;6,38412698412699;3;4;4;1;3;6,86139240506329;6,56648936170212;6,42586872586872;6,31894409937888;6,59844357976654;4;4;3;3;3;7,28333333333333;4;22; ;43;36;22; ;43;35;18;49;20;14;26;34;25;15
02EA;2;LWOO, VMBO, HAVO, VWO;3984 leerlingen;3 vestigingen;634 leerlingen, waarvan:;- 63% in de eerste twee leerjaren;- 23% VMBO vanaf leerjaar 3;-  8% HAVO vanaf leerjaar 3;-  5% VWO vanaf leerjaar 3; ;146 leerlingen VMBO vanaf leerjaar 3;(incl. 1 leerling LWOO), waarvan:;- 84% gemengde leerweg;- 16% theoretische leerweg; ; ; ; ;50;VMBO b, VMBO (g)t;50;VMBO b/VMBO k, HAVO/VWO;102,403846153846;3;VMBO-breed/HAVO/VWO;62;21;17;3;45;45;3;3;6;2;65;13;14;20;17;41;20;2;18;41;41;100;100;100;100;100; ; ;95,2408622737732; ; ; ; ;4; ; ; ; ;6,26525423728814; ; ; ; ;3; ; ; ; ;6,12461538461538; ; ; ; ;3; ; ; ; ;5,61395348837209; ; ; ; ;1; ; ; ; ;6,43793103448276; ; ; ; ;4; ; ; ; ;6,33333333333333; ; ; ; ;4; ; ; ; ;6,70236220472441; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
02EA;3;LWOO, VMBO, HAVO, VWO;3984 leerlingen;3 vestigingen;462 leerlingen, waarvan:;- 61% in de eerste twee leerjaren;- 24% VMBO vanaf leerjaar 3;-  8% HAVO vanaf leerjaar 3;-  7% VWO vanaf leerjaar 3; ;110 leerlingen VMBO vanaf leerjaar 3;(incl. 1 leerling LWOO), waarvan:;- 75% gemengde leerweg;- 25% theoretische leerweg; ; ; ; ;45;VMBO b, VMBO (g)t;55;VMBO b/VMBO k, HAVO/VWO;104,931972789116;3;VMBO-breed/HAVO/VWO; ; ; ;20;20;28;4;28;26;4;40;14;16;12;15;27;36;9;18;44;38; ;100;100;94;100; ; ;96,1109564974485; ; ; ; ;5; ; ; ; ;6,50568181818182; ; ; ; ;5; ; ; ; ;6,71428571428571; ; ; ; ;5; ; ; ; ;5,98153846153846; ; ; ; ;2; ; ; ; ;6,59333333333333; ; ; ; ;5; ; ; ; ;6,49354838709677; ; ; ; ;5; ; ; ; ;6,74941176470588; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
02EB;0;LWOO, VMBO, HAVO, VWO;2004 leerlingen;1 vestiging;2004 leerlingen, waarvan:;- 36% in de eerste twee leerjaren;- 23% VMBO vanaf leerjaar 3;- 21% HAVO vanaf leerjaar 3;- 21% VWO vanaf leerjaar 3; ;459 leerlingen VMBO vanaf leerjaar 3;(incl. 87 leerlingen LWOO), waarvan:;- 31% basisberoepsgerichte leerweg;- 25% kaderberoepsgerichte leerweg;- 18% gemengde leerweg;- 27% theoretische leerweg; ; ;100;VMBO b, VMBO k, VMBO (g)t, HAVO, VWO;0;geen;94,9137931034483;2;VMBO-breed/HAVO/VWO;36;11;54;3;9;68;3;18;5;0;52;21;22;5;8;77;0;9;9;0;91;100;100;98;99;100;46,1937033504194;86,7714307517228;77,3086254734206;71,094751869508;65,4172971084874;1;3;2;4;3;6,43125;6,1707182320442;6,11995967741936;6,38931034482759;6,31517615176152;3;3;3;4;3;6,51111111111111;5,99111111111111;5,68395061728395;5,92279411764706;6,389;3;3;2;3;3;7,03333333333333;6,10888888888889;6,61372549019608;6,17839195979899;6,14331550802139;3;2;4;3;3; ; ;5,67636363636364;6,26293103448276;6,23333333333333; ; ;1;3;3; ;6,525;6,29137931034482;6,47333333333333;5,65; ;5;4;3;1;6,04347826086956;6,24788732394366;6,1232044198895;6,78888888888888;6,55726141078838;2;3;3;5;3;6,24545454545455;3;6; ;47;47;34; ;32;34;26;27;31;17;26;22;27;26
02EK;0;LWOO, VMBO, HAVO, VWO;1577 leerlingen;3 vestigingen;723 leerlingen, waarvan:;- 37% in de eerste twee leerjaren;- 31% HAVO vanaf leerjaar 3;- 32% VWO vanaf leerjaar 3; ; ; ; ; ; ; ; ; ; ;39;VWO;61;VMBO (g)t/HAVO, HAVO/VWO;93,4426229508197;2;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;0;6;69;25;0;36;21;33;10;11;30;59; ; ;56;90;98; ; ; ;57,9687079768051;58,1965608643885; ; ; ;3;3; ; ; ;6,04014869888476;6,244; ; ; ;3;3; ; ; ;5,92875;6,27380952380953; ; ; ;3;3; ; ; ;5,86525423728814;6,26052631578947; ; ; ;2;3; ; ; ;6,23766233766234;6,3125; ; ; ;3;3; ; ; ;6,72291666666667;5,11666666666667; ; ; ;3;1; ; ; ;6,11875;6,45811965811966; ; ; ;3;3;6,47368421052632;3; ; ; ; ; ; ; ; ;20;40;26;14;15;20;31;34
02EK;1;LWOO, VMBO, HAVO, VWO;1577 leerlingen;3 vestigingen;445 leerlingen, waarvan:;- 46% in de eerste twee leerjaren;- 54% VMBO vanaf leerjaar 3; ; ; ;240 leerlingen VMBO vanaf leerjaar 3;(incl. 94 leerlingen LWOO), waarvan:;- 31% basisberoepsgerichte leerweg;- 38% kaderberoepsgerichte leerweg;- 20% gemengde leerweg;- 11% theoretische leerweg; ; ;100;VMBO b, VMBO k, VMBO (g)t;0;geen;98,0479691876751;3;VMBO-breed en VMBO-breed/HAVO;74;0;26;20;0;20;32;28;5;5;68;23;0; ; ; ; ; ; ; ; ;100;100;100; ; ;91,5984338332823;75,1111111111111;80,9585306547176; ; ;3;3;3; ; ;6,29652777777777;6,43;5,99058823529412; ; ;3;5;3; ; ;6,57777777777778;6,69;6,075; ; ;4;5;4; ; ;6,73055555555556;7,1;6,71190476190476; ; ;3;5;5; ; ; ; ;5,67272727272727; ; ; ; ;2; ; ; ; ;5,82608695652174; ; ; ; ;3; ; ;5,95254237288136;5,9037037037037;5,49152542372881; ; ;3;3;2; ; ; ; ;8; ;44;47;21; ;21;58; ; ; ; ; ; ; ; 
02EK;2;LWOO, VMBO, HAVO, VWO;1577 leerlingen;3 vestigingen;409 leerlingen, waarvan:;- 55% in de eerste twee leerjaren;- 36% VMBO vanaf leerjaar 3;-  2% VWO vanaf leerjaar 3;-  7% in gemengd leerjaar 3; ;147 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 63% gemengde leerweg;- 37% theoretische leerweg; ; ; ; ; ;35;VMBO (g)t;65;VMBO (g)t/HAVO, HAVO/VWO;85,0917431192661;1;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;1;13;29;49;9;3;13;33;37;13; ; ; ; ; ;86;100; ; ; ;92,0929846132226; ; ; ; ;4; ; ; ; ;6,12101063829787; ; ; ; ;3; ; ; ; ;5,80169491525424; ; ; ; ;3; ; ; ; ;6,17222222222222; ; ; ; ;3; ; ; ; ;6,20185185185185; ; ; ; ;3; ; ; ; ;5,98; ; ; ; ;3; ; ; ; ;6,31637931034483; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
02EV;0;HAVO, VWO;1163 leerlingen;1 vestiging;1163 leerlingen, waarvan:;- 37% in de eerste twee leerjaren;- 17% HAVO vanaf leerjaar 3;- 46% VWO vanaf leerjaar 3; ; ; ; ; ; ; ; ; ; ;48;VWO;52;HAVO/VWO;108,918918918919;5;HAVO/VWO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;2;50;38;10;17;30;52; ; ; ;95;100; ; ; ;40,7133250153366;59,9482742524414; ; ; ;1;3; ; ; ;5,74717948717949;6,04004400440043; ; ; ;1;2; ; ; ;6,13035714285714;6,1228813559322; ; ; ;3;3; ; ; ;5,26990291262136;5,78666666666667; ; ; ;1;2; ; ; ;5,60422535211268;5,86724137931034; ; ; ;1;2; ; ; ;5,74468085106383;6,06704545454545; ; ; ;1;3; ; ; ;6,06233766233766;6,31106719367589; ; ; ;2;3;5,284375;1; ; ; ; ; ; ; ; ;24;62;8;6;17;45;21;17
02EX;0;LWOO, VMBO;916 leerlingen;1 vestiging;916 leerlingen, waarvan:;- 48% in de eerste twee leerjaren;- 52% VMBO vanaf leerjaar 3; ; ; ;473 leerlingen VMBO vanaf leerjaar 3;(incl. 89 leerlingen LWOO), waarvan:;- 28% basisberoepsgerichte leerweg;- 35% kaderberoepsgerichte leerweg;- 37% theoretische leerweg; ; ; ;62;VMBO b, VMBO (g)t;38;VMBO b/VMBO k;104,536290322581;3;VMBO-breed en VMBO-breed/HAVO;64;34;1;18;65;2;1;13;0;2;89;8;1; ; ; ; ; ; ; ; ;99;100;96; ; ;94,2243134356347;84,8044831409694;83,8880392631514; ; ;3;3;3; ; ;6,42213541666667;6,17657657657658;5,94696223316913; ; ;3;3;2; ; ;6,415625;5,94864864864865;5,94814814814815; ; ;3;3;3; ; ;6,71041666666667;6,34954954954955;5,94767441860465; ; ;3;3;2; ; ;6,43870967741936; ;6,31525423728814; ; ;3; ;4; ; ; ;5,41818181818182;5,55058823529412; ; ; ;1;2; ; ;6,27236842105263;6,25343137254902;6,01027027027027; ; ;3;3;3; ; ; ; ;11; ;50;39;12; ;59;29; ; ; ; ; ; ; ; 
02FB;0;HAVO, VWO;1219 leerlingen;1 vestiging;1219 leerlingen, waarvan:;- 34% in de eerste twee leerjaren;- 30% HAVO vanaf leerjaar 3;- 36% VWO vanaf leerjaar 3; ; ; ; ; ; ; ; ; ; ;35;VWO;65;HAVO/VWO;99,6065086153792;3;HAVO/VWO; ; ; ; ; ; ; ; ; ; ; ; ; ;0;25;17;55;2;3;50;48; ; ; ;95;96; ; ; ;64,9841239243742;68,2122723994451; ; ; ;3;4; ; ; ;6,18237650200267;6,4179347826087; ; ; ;3;4; ; ; ;6,08288288288288;6,43165467625899; ; ; ;3;4; ; ; ;6,02272727272727;6,18772563176895; ; ; ;3;3; ; ; ;6,33188405797102;6,06694915254237; ; ; ;3;3; ; ; ;6,37230769230769;6,57457627118644; ; ; ;3;3; ; ; ;6,25392670157068;6,64331395348837; ; ; ;3;4;6,3962962962963;3; ; ; ; ; ; ; ; ;26;44;17;13;33;16;33;18
02FC;0;LWOO, VMBO, HAVO, VWO;1648 leerlingen;2 vestigingen;1224 leerlingen, waarvan:;- 43% in de eerste twee leerjaren;- 12% VMBO vanaf leerjaar 3;- 22% HAVO vanaf leerjaar 3;- 23% VWO vanaf leerjaar 3; ;150 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 100% theoretische leerweg; ; ; ; ; ; ;100;VMBO (g)t, HAVO, VWO;0;geen;94,7058823529412;3;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;0;71;5;24;3;6;82;6;2;4;6;91; ; ;96;97;92; ; ;90,4217683988968;65,8216793117994;68,3608785249243; ; ;3;3;4; ; ;6,3544776119403;6,0809348093481;6,30226130653266; ; ;4;2;3; ; ;6,13833333333333;6,34915254237288;6,412; ; ;3;4;3; ; ;6,75567010309278;5,99237668161435;6,33888888888889; ; ;4;3;3; ; ;6,28837209302326;6,26296296296297;6,02083333333333; ; ;4;3;3; ; ;5,792;6,02253521126761;6,81724137931034; ; ;2;2;4; ; ;6,35793650793651;5,86095238095238;6,0875; ; ;3;1;2; ; ; ; ; ; ; ; ; ; ;34;38;16;13;23;27;27;23
02FC;4;LWOO, VMBO, HAVO, VWO;1648 leerlingen;2 vestigingen;424 leerlingen, waarvan:;- 51% in de eerste twee leerjaren;- 49% VMBO vanaf leerjaar 3; ; ; ;208 leerlingen VMBO vanaf leerjaar 3;(incl. 74 leerlingen LWOO), waarvan:;- 30% basisberoepsgerichte leerweg;- 39% kaderberoepsgerichte leerweg;- 31% gemengde leerweg; ; ; ;100;VMBO b, VMBO k, VMBO (g)t;0;geen;111,510513296228;4;VMBO-breed en VMBO-breed/HAVO;69;16;16;29;11;50;4;7;29;13;58;0;0; ; ; ; ; ; ; ; ;100;100;100; ; ;91,8402777777778;74,4613682614886;95,6994328922495; ; ;3;2;4; ; ;6,6785046728972;5,68103448275862;5,98358208955224; ; ;4;1;2; ; ;6,63448275862069;5,97931034482759;5,76086956521739; ; ;4;3;2; ; ;6,92692307692308;5,97241379310345;6,29285714285714; ; ;4;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5,86086956521739; ; ; ; ;3; ; ;6,59772727272727;5,38867924528302;5,88; ; ;4;1;2; ; ; ; ;30;27; ;43;17;41; ;41; ; ; ; ; ; ; ; 
02FL;0;LWOO, VMBO;821 leerlingen;1 vestiging;821 leerlingen, waarvan:;- 58% in de eerste twee leerjaren;- 42% VMBO vanaf leerjaar 3; ; ; ;346 leerlingen VMBO vanaf leerjaar 3;(incl. 127 leerlingen LWOO), waarvan:;- 21% basisberoepsgerichte leerweg;- 39% kaderberoepsgerichte leerweg;-  6% gemengde leerweg;- 33% theoretische leerweg; ; ;30;VMBO (g)t;70;VMBO b/VMBO k, VMBO;104,480684702864;3;VMBO-breed en VMBO-breed/HAVO;74;20;6;19;9;60;5;7;16;10;44;16;14; ; ; ; ; ; ; ; ;100;98;96; ; ;97,3155588020453;92,3312943327186;81,7178813747427; ; ;4;4;3; ; ;6,71071428571429;6,37241379310345;6,33324538258576; ; ;5;4;4; ; ;6,49142857142857;6,29240506329114;6,26507936507937; ; ;3;4;4; ; ;6,73142857142857;6,15578947368421;6,34166666666667; ; ;3;3;3; ; ; ; ;6,17857142857143; ; ; ; ;3; ; ;6,65;6,52826086956522;6,26956521739131; ; ;5;4;4; ; ;6,94285714285714;6,53333333333333;6,375; ; ;5;4;3; ; ; ; ;46;31; ;23;58;10; ;32; ; ; ; ; ; ; ; 
02FO;0;LWOO, VMBO;221 leerlingen;1 vestiging;221 leerlingen, waarvan:;- 100% VMBO vanaf leerjaar 3; ; ; ; ;221 leerlingen VMBO vanaf leerjaar 3;(incl. 110 leerlingen LWOO), waarvan:;- 34% basisberoepsgerichte leerweg;- 66% kaderberoepsgerichte leerweg; ; ; ; ; ;Niet van toepassing; ;Niet van toepassing;100,832244258216; ;Onbekend;88;0;12;7;2;64;0;27; ; ; ; ; ; ; ; ; ; ; ; ; ;100;100; ; ; ;100;93,2679677237756;88,5902302919036; ; ;4;4;3; ; ;6,24722222222222;6,18013698630137;6,35112359550562; ; ;2;3;3; ; ;6,3962962962963;6,09315068493151;5,94814814814815; ; ;3;3;3; ; ;5,70740740740741;6,23013698630137;6,0811320754717; ; ;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6,17037037037037; ; ; ; ;3; ; ;6,44259259259259;6,1986301369863;6,77464788732394; ; ;3;3;5; ; ; ; ; ; ;100; ; ; ;100; ; ; ; ; ; ; ; ; 
02FY;0;LWOO, VMBO, HAVO, VWO;1906 leerlingen;4 vestigingen;1123 leerlingen, waarvan:;- 43% in de eerste twee leerjaren;- 12% VMBO vanaf leerjaar 3;- 25% HAVO vanaf leerjaar 3;- 20% VWO vanaf leerjaar 3; ;134 leerlingen VMBO vanaf leerjaar 3, waarvan:;- 100% theoretische leerweg; ; ; ; ; ; ;47;VMBO (g)t, HAVO, VWO;53;VMBO (g)t/HAVO, HAVO/VWO;101,204819277108;3;VMBO (g)t/HAVO/VWO; ; ; ; ; ; ; ; ;0;0;63;15;22;7;31;27;33;2;29;40;31; ; ;97;95;100; ; ;70,7911323660828;51,7559757123062;53,2447344122957; ; ;2;2;3; ; ;6,05568445475638;6,20589171974522;6,39576271186441; ; ;3;3;3; ; ;6,44428571428572;5,78631578947368;6,44375; ; ;5;2;4; ; ;6,47254901960784;6,12413793103448;6,1484375; ; ;3;3;3; ; ;5,61772151898734;6,24466019417476;5,928125; ; ;2;3;2; ; ;5,89512195121951;6,50877192982456;6,45; ; ;3;3;3; ; ;5,85035971223022;6,39685863874346;6,8375; ; ;3;3;5; ; ; ; ; ; ; ; ; ; ;21;43;19;18;11;42;22;25
02FY;1;LWOO, VMBO, HAVO, VWO;1906 leerlingen;4 vestigingen;310 leerlingen, waarvan:;- 51% in de eerste twee leerjaren;- 49% VMBO vanaf leerjaar 3; ; ; ;151 leerlingen VMBO vanaf leerjaar 3;(incl. 46 leerlingen LWOO), waarvan:;- 40% basisberoepsgerichte leerweg;- 57% kaderberoepsgerichte leerweg;-  3% gemengde leerweg; ; ; ;100;VMBO b, VMBO k;0;geen;94,3181818181818;2;VMBO bk;38;22;41;14;14;66;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ;100;100; ; ; ;90,1586769600592;83,9745535334896; ; ; ;3;3; ; ; ;6,21214953271028;5,83452380952381;6,09333333333333; ; ;2;1;3; ; ;6,246875;6,09047619047619; ; ; ;3;3; ; ; ;6,188;6,26666666666667;5,77; ; ;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ;5,95384615384616; ; ; ; ;3; ; ; ; ;6,28918918918919;5,41944444444445;6,18947368421053; ; ;3;1;3; ; ; ; ;44; ;53;3;29; ;71; ; ; ; ; ; ; ; ; 
